asin,image,overall,reviewText,reviewTime,reviewerID,reviewerName,style,summary,unixReviewTime,verified,vote,Category,text
B00004YL5P,,5,"I really enjoy Avalon's music, so buying their Christmas CD was a no-brainer.  Even though I expected a lot from this CD, it exceeded my expectations.  This album has everything from medleys of familiar carols, artistically done, to a very lively and fun ""Winter Wonderland"" to what is destined to be a new Christmas classic ""Don't Save It All For Christmas Day"".
I especially love the last track ""We Are the Reason"", which was originally written and recorded by David Meece many years ago.  This is an appropriate and very beautiful ending to a fine CD.  We ARE the reason that He came into our sinful world, we ARE the reason that he suffered and died.
I also recommend Sheila Walsh's new Christmas CD ""Peace: A Celtic Christmas"" and ""One Silent Night"" which has songs sung by different artists such as Ginny Owens and Cindy Morgan.
Please check out my reviews of Christian music and books!
Merry Christmas!","12 4, 2000",AIL4HD8BRUHV9,Soozie4Him,{'Format:': ' Audio CD'},You'll listen to this CD year after year!,975888000,FALSE,3,CDs_and_Vinyl,really enjoy avalon music buy christmas cd even though expect lot cd exceed expectation album everything medley familiar carol artistically lively fun winter wonderland destine new christmas classic save christmas day especially love last track reason originally write record david meece many year ago appropriate beautiful end fine cd reason come sinful world reason suffer also recommend sheila walsh new christmas cd peace celtic christmas one silent night song sing different artist ginny owen cindy check review christian music book merry christmas
B0070OM5W0,,5,"What else can I say, love the movie and love the soundtrack. one two three for five six seven eight","09 14, 2013",A94KLRM1BJZRJ,Quendan,{'Format:': ' Audio CD'},The Movie and the Album name say it all.,1379116800,TRUE,,CDs_and_Vinyl,else say love movie love soundtrack one two three five six seven eight
B000001FEE,,5,"great disco cd, a blast from the past, one of donna's great cd's.","11 10, 2015",A1LJVCMI5N80SP,mmsmokey,{'Format:': ' Audio CD'},Five Stars,1447113600,TRUE,,CDs_and_Vinyl,great disco cd blast past one donna great cd
B0001NBMBC,,1,"Ok I'm sorry but I'm tryin to find a cool song besides duality on this. 1st 2 albums sounded better cause of different producer 1, 2 there were just better songs that don't get old fast. I still listen to other albums... but this.. BLAhhh. Comm on 1st song is too mellow and they generally sound a lot like other bands out today. I actually like Stone Sour album better....I'm so disappointed! Don't buy it....","10 14, 2004",A2UKW4NNG435SV,Mtlcoop70,{'Format:': ' Audio CD'},Blahh......... What Happened!,1097712000,FALSE,4,CDs_and_Vinyl,ok sorry tryin find cool song besides duality 1st 2 album sound well cause different producer 1 2 good song get old fast still listen album blahhh comm 1st song mellow generally sound lot like band today actually like stone sour album well disappointed buy
B001P5VT68,,5,I love rock and roll with horns and a jazzy feel and this is excellent. I prefer the earlier stuff with the original singer because to me the lead singer that took over sounded a bit flat. He had a great voice but he just didn't have the emotion of the original but he did a great job and he would try to reply to the horns when they would play. Not sure how to describe that exactly but the horns would play and the lead singer would try to make the same sounds and that was fun. They were a great group and not your typical R&R.,"04 18, 2014",A1TA8BGM51CUXW,Steven Anderson,{'Format:': ' Audio CD'},Great music.,1397779200,TRUE,,CDs_and_Vinyl,love rock roll horn jazzy feel excellent prefer early stuff original singer lead singer take sound bit flat great voice emotion original great job would try reply horn would play sure describe exactly horn would play lead singer would try make sound fun great group typical r r
B0001FLW60,,4,"... but George Michael still got it.  The sign of true talent is a skill which does not deteriorate with age or infrequent use.  George Michael, in my opinion, has real talent.  I loved this album; heard Cars and Trains on Rhaposody and made my move.  Unfortunatley, some artists suffer because even though they have the talent, the material they get or the production suffers.  Overall, I don't think this happened to GM this time out.  I recommend it.","05 9, 2005",A5WGG7K5KR29O,R. Williams,{'Format:': ' Audio CD'},Disagree If You Must ...,1115596800,FALSE,,CDs_and_Vinyl,george michael still get sign true talent skill deteriorate age infrequent use george michael opinion real talent love album heard car train rhaposody make move unfortunatley artist suffer even though talent material get production suffers overall think happen gm time recommend
B00BZW5W3W,,5,Loved every song on this cd.  Well done Maysa.  Keep them coming just like this one. You can't go wrong.,"03 22, 2014",A1SJM7W1PZYRIK,Ms. C,{'Format:': ' Audio CD'},Superb,1395446400,TRUE,,CDs_and_Vinyl,love every song cd well maysa keep come like one ca go wrong
B00WMCORYE,,5,"Mark Tremonti is at the top of his game again!
If you've listened to the first Tremonti album, you know exactly what to expect here. The guitars are brutal and beautiful, the double bass driven drums are simply amazing, and Mark's vocals are even more refined than before.
If you don't know this band, this is something you need to discover. Guitar player and band leader for multi-platinum post-gunge band Creed, and the man at the helm of the world renowned Alter Bridge, Mark Tremonti has branched out into his own project so he can use the shredding and thundering guitar chops that are simply too heavy and over the top for those bands. The music is more akin to a modern day thrash metal with songs structured to fit the post-grunge/alt-metal frame. Mark has hand-picked the musicians from the likes of Submersed and Van Halen to round out his line-u for this band. And they are all at the top of their respective fields right now. There is major guitar brutality spread throughout this album, along with plenty of heart and feeling. Top it off with the most introspective and personal lyrics Mark has ever written, and you have what amounts to the perfect Hard Rock sound. If you can only imagine some of today's heaviest bands but without the screaming and whining vocals, but a more clean and refined sound, then you're on the right track.
It's hard to say this album is better than the first, but I would go as far as to say it is at least as good.
Like I said, this is something that just needs to be experienced. You can't use small song samples and a couple radio tracks to judge what you'll get here. If you're a fan of heavy rock music, heavy metal, post-grunge, alternative metal, or anything like that, this record belongs at the very top of that mountain. And it's not even close to it's nearest competitor!","06 9, 2015",A18STYWE21VWEC,Austin from Know Your Music,{'Format:': ' Audio CD'},Tremonti keeps getting better!,1433808000,FALSE,6,CDs_and_Vinyl,mark tremonti top game listen first tremonti album know exactly expect guitar brutal beautiful double bass drive drum simply amazing mark vocal even refined know band something need discover guitar player band leader band creed man helm world renowned alter bridge mark tremonti branch project use shredding thunder guitar chop simply heavy top band music akin modern day thrash metal song structure fit frame mark musician like submersed van halen round band top respective field right major guitar brutality spread throughout album along plenty heart feeling top introspective personal lyric mark ever write amount perfect hard rock sound imagine today heavy band without screaming whining vocal clean refined sound right hard say album well first would go far say least say something need experience ca use small song sample couple radio track judge get fan heavy rock music heavy metal alternative metal anything like record belong top mountain even close near competitor
B00S24RT6Y,,4,"I love Rob Zombie! Love his style, music, movies. And I saw him last year on this tour, he and his band killed it live. So when I heard he was coming out with a live album from that tour I had to pick it up. Some how he capture the magic of the live show onto the album which is great and hard to do. But I'm sure his awesome band has a lot to do with that which I think most of them came from Marylyn Manson's and Ozzy's band. John 5, Ginger Fish and blassco hope I got that right. We're awesome live, John 5 is a monster on the guitar and Mr. Zombie is amazing as always as well. It has all the classics on it spanning zombie's whole career with his first band white zombie and his solo career as well. Classics like thunder kiss 65, More human than human, Dracula, and living dead girl. But John 5 and the rest of the band but a harder edge to them live not heard in the original albums. A great rocking live album of a true metal icon. It sort of has a vibe of classic live albums like kiss alive and Judas Priest unleashed in the east. If you like metal and hard rock and like rob zombie give it a listen.","05 28, 2015",A2YKU5ZJSDLREO,Josh Bosely,{'Format:': ' Audio CD'},A Great Rocking Live Album!!!,1432771200,TRUE,,CDs_and_Vinyl,love rob zombie love style music movie saw last year tour band kill live hear come live album tour pick capture magic live show onto album great hard sure awesome band lot think come marylyn manson ozzy band john 5 ginger fish blassco hope get right awesome live john 5 monster guitar zombie amazing always well classic span zombie whole career first band white zombie solo career well classic like thunder kiss 65 human human dracula live dead girl john 5 rest band hard edge live hear original album great rock live album true metal icon sort vibe classic live album like kiss alive judas priest unleash east like metal hard rock like rob zombie give listen
B004J4WQ46,,4,"I think this album is almost as good as their first two. I think all the songs are catchy and catch myself singing them at work. It seems like either you hate the songs or you love them, and I love them. This will be all I listen to for a while!","03 23, 2011",A211VBOKZJTY10,LoicPodolski,{'Format:': ' MP3 Music'},strokes almost return to form,1300838400,TRUE,,CDs_and_Vinyl,think album almost good first two think song catchy catch sing work seem like either hate song love love listen
B00006GA0U,,4,"Regardless of what anybody says, this mini-album is still fresh and top-notch -- Krs-One style. This is NOT just a CD that focuses on dissing Nelly. Just because it has the song ""Ova Here"" on this, doesn't mean that the rest of the subject matter is pin-pointed in that direction. Krs-One expresses his usual knowledge on tracks like ""The Message 2002"" and ""Splash."" Even a song like ""Down the Charts"" is very real with the message of the modern Hip Hop industry. The beats were raw and Krs-One's delivery is amazingly hype as expected. Yeah, everyone who was disappointed with his previous effort on ""Spiritual Minded"" should at least appreciate the Blast Master's revival. This CD sounds very similar to ""The Sneak Attack,"" another album that I really enjoyed. But then again, only the truest of Krs fans would still love this effort. It's nowhere near the status of his earlier projects with BDP and ""Return of the Boom Bap"" -- but it still exists in its own credentials. If you love Hip Hop, you'll definitely feel this album, because that's what this delivers the most.","07 30, 2005",A33PECEQITGHIQ,Erisu Kimu,{'Format:': ' Audio CD'},Still Awesome,1122681600,FALSE,5,CDs_and_Vinyl,regardless anybody say still fresh style cd focus diss nelly song ovum mean rest subject matter direction express usual knowledge track like message 2002 splash even song like chart real message modern hip hop industry beat raw delivery amazingly hype expect yeah everyone disappoint previous effort spiritual mind least appreciate blast master revival cd sound similar sneak attack another album really enjoy true kr fan would still love effort nowhere near status early project bdp return boom bap still exist credential love hip hop definitely feel album deliver
B000002LIG,,5,"Bought this CD, as his Christmas music is played frequently on Pandora and it stood out from the crowd. I really think that Randy is one of the very finest artists of my lifetime. Couldn't be more pleased.","01 7, 2014",AAEQTQ022EC6F,Billygoat,{'Format:': ' Audio CD'},Extremely soothing golden voice,1389052800,FALSE,,CDs_and_Vinyl,buy cd christmas music play frequently pandora stand crowd really think randy one fine artist lifetime could pleased
B009NPA3MS,,5,I LOVE THIS WHOLE CD! WHEN WORKING OUT AT THE GYM HAS GREAT rhythem to get through the times I think I just can't finish ..but I do...with a little help from my friend Phil;)!,"01 21, 2013",A1YJ33FU0MPIHI,Kindle Customer,{'Format:': ' MP3 Music'},love Love love!!,1358726400,FALSE,,CDs_and_Vinyl,love whole cd work gym great rhythem get time think ca finish little help friend phil
B000002I7R,,5,"""Pictures at Eleven"" appears like 'a solo album from that guy from Led Zeppelin' type of deal, rather than a singer trying to find a voice. Perhaps he wasn't sure if zeppelin were on hiatus or something. This disc succeeds at presenting Robert as he was at the time, not really trying to cash in on zep or move away too fast. The perfect balance between retaining an indentity as a solo artist and acknowledging your past as 1/4 of Led Zeppelin. Additionally, unlike Plant's future work, there are really no dogs or bombs or stinkers or awkward moments (e.g.-""If I were a carpentar"" cover). To each his own, I suppose; but I enjoy this album. Not comfortable to admit it, but I like  especially ""slow dancer"", ""Moonlight in Samosa"" and ""Fat Lip""(sp?)...The best all around Plant effort. He sounds as if he wrote songs for a band with him being 1/4 member, much in the vein of Led Zeppelin's approach, which contrasts to his ""solo star w/ backing band style"" of later years. Good for fans of zep and other zep members too.","07 19, 2003",AVUBZTQRUUUYA,Amazon Customer,{'Format:': ' Audio CD'},Plant's strongest effort of the 1980's.,1058572800,FALSE,5,CDs_and_Vinyl,picture eleven appear like solo album guy lead zeppelin type deal rather singer try find voice perhaps sure zeppelin hiatus something disc succeed present robert time really try cash zep move away fast perfect balance retain indentity solo artist acknowledge past lead zeppelin additionally unlike plant future work really dog bomb stinker awkward moment carpentar cover suppose enjoy album comfortable admit like especially slow dancer moonlight samosa fat lip sp best around plant effort sound write song band member much vein lead zeppelin approach contrast solo star back band style late year good fan zep zep member
B008HBCXTK,,5,"This was an outstanding CD! I am a huge Rickie Lee Jones fan and will always buy her music. I even loved the cover design.
The condition of the CD and the delivery was perfect!","11 25, 2012",A18S6BZLCC8NIP,Jan Watson,{'Format:': ' Audio CD'},Rickie Lee Never Misses,1353801600,TRUE,2,CDs_and_Vinyl,outstanding cd huge rickie lee jones fan always buy music even love cover condition cd delivery perfect
B01C81DTQA,"['https://images-na.ssl-images-amazon.com/images/I/81LSyXcwkGL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71iVCOaFbqL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/81Zk2bK-vSL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/81ePARV8EUL._SY88.jpg']",5,"Ah BUDGIE! Should have been as big as Humble Pie or Sabbath or Purple - but criminally Wales's finest power trio weren't. Yet today they not only elicit as much affection as they did four decades ago but are name-checked as hugely seminal influences on the likes of Metallica, Soundgarden and even Van Halen all of whom have covered their tunes with pride and glee.

Personally - Christmas 1972 and a 14-year old Markipoos has an LP pressy waiting for him beneath the festooned tree - their second album ""Squawk"" in a Dolphin Discs record bag! I've loved this Welsh power trio for over 45 years and this dinky Remaster Box Set that features 3 of their 5 albums on MCA Records in the 70ts has only sent me off on one. So much to love on here - but let's get to the original grunge rockers first...

UK released Friday, 2 June 2016 (10 June 2016 in the USA) - ""The MCA Years 1973-1975"" by BUDGIE on MCA Records/Universal UMC 5363393 (Barcode 600753633939) is a 3CD Hard Card Slipcase Mini Box Set with new 2016 Remasters (with no Bonus Tracks) and plays out as follows:

Disc 1 ""Never Turn Your Back On A Friend"" (41:50 minutes):
1. Breadfan
2. Baby Please Don't Go
3. You Know I'll Always Love You
4. You're The Biggest Thing Since Powdered Milk
5. In The Grip Of A Tyrefitter's Hand [Side 2]
6. Hiding My Nightmare
7. Parents
Tracks 1 to 7 are their 3rd studio album ""Never Turn Your Back On A Friend"" - released June 1973 in the UK on MCA Records MDKS 8010 (reissued MCA Records MCG 3513 in 1974)

Disc 2 ""In For The Kill"" (41:12 minutes):
1. In For The Kill
2. Crash Course In Brain Surgery
3. Wondering What Everyone Knows
4. Zoom Club
5. Hammer And Tongs [Side 2]
6. Running From My Soul
7. Living On Your Own
Tracks 1 to 7 are their 4th studio album ""In For The Kill"" - released June 1974 in the UK on MCA Records MCF 2546 and in the USA on MCA Records MCA 429

Disc 3 ""Bandolier"" (34:08 minutes):
1. Breaking All The House Rules
2. Slipaway
3. Who Do You Want For Your Love?
4. I Can't See My Feelings
5. I Ain't No Mountain
6. Napoleon Bona - Part 1
7. Napoleon Bona - Part 2
Tracks 1 to 7 are their 5th and last studio album for MCA Records ""Bandolier"" - released September 1975 in the UK on MCA Records MCF 2723 and in the USA on MCA Records MCA 4618

The first thing fans will notice is that the 2 or 3 Bonus Tracks that came with the 2004 singular Remasters of each album are AWOL - which is a damn shame because (a) they were good and (b) there's plenty of room (the non-album B-side ""Honey"" from the ""I Ain't No Mountain"" UK and US 7"" single would have been a perfect addition for example). On the upside the ""Never Turn Your Back On A Friend"" LP was always a gatefold with that Roger Dean artwork cover and the live shots of the band (and lyrics) on the inner gatefold - that's been reproduced in the rather tasty oversized card sleeve. But both ""In For The Kill"" and ""Bandolier"" original LPs only came with single sleeves - here they've been given gatefolds with promo photos of the band on the inside. Each CD is also colour coded with the 'Budgie In A Spacesuit' Logo on each disc.

Noted writer and Music Historian MALCOLM DOME has done the excellent liner notes inside the colourful 16-page booklet. There's references to Producer Roger Bain (had Sabbath connections) who did so much to define their grungy hard rock sound on the July 1971 debut ""Budgie"" and its September 1972 follow-up ""Squawk"" and a nod to British DJ 'Kid Jensen' getting behind the first album on Pirate Radio thereby giving BUDGIE a career and following in Europe. There are 7"" picture sleeves for rare foreign issues of the singles ""Crash Course In Brain Surgery"" and ""Zoom Club"" and a trade advert for the ""I Ain't No Mountain"" 45 as well as comments from key band members like Bourke Shelley and tributes from uberfans Dave Mustaine from Megadeath and Lars Ulrich from Metallica.

But the really great news is the AUDIO that absolutely rocks like the proverbial mother and her 'f' word. ANDY PEARCE has revisited the original mastertapes (he did a great job on the 2012 Rory Gallagher reissues) and these CDs trounce the 1991 and 2004 versions I've had for years. These transfers are loud and ballsy - but not loud for the sake of it. As the tracks play you can really hear that guitar - that chunky bass - those drum whacks. It's properly rocking and on stuff like the slide genius of ""Breadfan"" or the sweet ballad ""Wondering What Everyone Knows"" or the sheer riffage in the brilliant ""Breaking All The House Rules"" - the sound is genuinely great and makes everything feel new again.

With that Audio in mind - these albums suddenly feel far better than I remember them. Every Budgie fan loves ""Never Turn Your Back..."" with their blistering cover of Big Joe Williams and his R&B hit ""Baby Please Don't Go"" and the speaker-to-speaker hard rock of ""In The Grip Of A Tyrefitter's Hand"" - but suddenly that swirling Acoustic Guitar in the pretty ballad ""Riding My Nightmare"" seems huge - as does the doomy 10-minute-plus guitars of ""Parents"". There's a part about a minute in when it slows to Acoustic Guitar, Bass and echoed Lead - and the Remaster is fantastic.

I always felt ""In For The Kill"" showed the band going slightly off the boil even though it was their first to chart in Britain at No. 29. But again - there's real muscle in the kick-ass chug of ""In For The Kill"" sounding down right dirty and mean (""...when I was born I was given a will..."") - nice. The 1971 non-album single ""Crash Course In Brain Surgery"" was supposedly given a slight remix for the 1974 album version but I'm buggered if I can actually hear any difference between this and the Roger Bain produced original (great tune though). The drums of Ray Phillips were replaced by Phil Boot for ""In For The Kill"" and you can hear it on the finisher ""Living On Your Own"" - a deceptively complex tune where guitarist Tony Bourge stretches out and Bourke Shelley gives it his best strangulated Geddy Lee vocals.

But the big winner here is ""Bandolier"" - an album I'd completely forgotten about. The opening ""Breaking All The House Rules"" is 7:22 minutes of fabulous Rock 'n' Roll riffage where Budgie sounds like Scott Gorham/Brian Robertson Thin Lizzy at their tightest and expressive best. And the Audio is just brilliant too. The treated Acoustic ballad ""Slipaway"" is again gorgeously reproduced as is the strangely Funky ""Who Do You Want For Your Love?"" They manage a Hard Rock version of Andy Fairweather-Lowe's ""I Ain't No Mountain"" (from his 1974 A&M album ""Spider Jivin'"") and is the nearest Budgie get to being commercial sounding a little like Nazareth in search of a Top Ten hit. The 2-parts of ""Napoleon Bona"" are close to 'Rush' Prog Rock and again the Remaster just elevates everything - and you can 'so' hear where Metallica got 'that' sound as the guitars riff like a goodun towards the end of Part 1.

Perfection would have been all five of the iconic MCA LPs including those first two masterpieces from 1971 and 1972. But what's on offer here (at just under eight-quid) is incredible value for money and a great reminder as to why BUDGIE still engenders such affection amongst ageing rockers like me whilst drawing in clued-up Metal newcomers too. Christmas has come early...and in even better packaging this time...","06 10, 2016",A129YBX5BVNW2,Mark Barry,{'Format:': ' Audio CD'},"""...Breaking All The House Rules..."" - The MCA Years 1973-1975 by BUDGIE (2016 Universal UMC 3CD Remasters Box Set)",1465516800,TRUE,47,CDs_and_Vinyl,ah budgie big humble pie sabbath purple criminally wale fine power trio yet today elicit much affection four decade ago hugely seminal influence like metallica soundgarden even van halen cover tune pride christmas 1972 old markipoos lp pressy wait beneath festooned tree second album squawk dolphin disc record bag love welsh power trio 45 year dinky remaster box set feature 3 5 album mca record 70ts send one much love let get original grunge rocker first uk release friday 2 june 2016 10 june 2016 usa mca year budgie mca umc 5363393 barcode 600753633939 3cd hard card slipcase mini box set new 2016 remasters bonus track play follow disc 1 never turn back friend minute breadfan2 baby please go3 know always love you4 big thing since powder milk5 grip tyrefitter hand side 2 6 hide nightmare7 parentstracks 1 7 3rd studio album never turn back friend release june 1973 uk mca record mdks 8010 reissue mca record mcg 3513 1974 disc 2 kill minute kill2 crash course brain surgery3 wonder everyone knows4 zoom club5 hammer tongs side 2 6 run soul7 live owntracks 1 7 4th studio album kill release june 1974 uk mca record mcf 2546 usa mca record mca 429disc 3 bandolier minute break house rules2 slipaway3 want love 4 ca see feelings5 ai mountain6 napoleon bona part 17 napoleon bona part 2tracks 1 7 5th last studio album mca record bandolier release september 1975 uk mca record mcf 2723 usa mca record mca 4618the first thing fan notice 2 3 bonus track come 2004 singular remasters album awol damn shame good b plenty room honey ai mountain uk u 7 single would perfect addition example upside never turn back friend lp always gatefold roger dean artwork cover live shot band lyric inner gatefold reproduce rather tasty oversized card sleeve kill bandolier original lps come single sleeve give gatefold promo photo band inside cd also colour cod spacesuit logo writer music historian malcolm dome excellent liner note inside colourful booklet reference producer roger bain sabbath connection much define grungy hard rock sound july 1971 debut budgie september 1972 squawk nod british dj jensen get behind first album pirate radio thereby give budgie career follow europe 7 picture sleeves rare foreign issue single crash course brain surgery zoom club trade advert ai mountain 45 well comment key band member like bourke shelley tribute uberfans dave mustaine megadeath lars ulrich really great news audio absolutely rock like proverbial mother f word andy pearce revisit original mastertapes great job 2012 rory gallagher reissue cd trounce 1991 2004 version year transfer loud ballsy loud sake track play really hear guitar chunky bass drum whack properly rocking stuff like slide genius breadfan sweet ballad wonder everyone know sheer riffage brilliant break house rule sound genuinely great make everything feel new audio mind album suddenly feel far good remember every budgie fan love never turn back blistering cover big joe williams r b hit baby please go hard rock grip tyrefitter hand suddenly swirl acoustic guitar pretty ballad rid nightmare seem huge doomy guitar parent part minute slow acoustic guitar bass echoed lead remaster always felt kill show band go slightly boil even though first chart britain 29 real muscle chug kill sound right dirty mean bear give nice 1971 single crash course brain surgery supposedly give slight remix 1974 album version buggered actually hear difference roger bain produce original great tune though drum ray phillips replace phil boot kill hear finisher living deceptively complex tune guitarist tony bourge stretch bourke shelley give best strangulate geddy lee big winner bandolier album completely forget opening break house rule minute fabulous rock n roll riffage budgie sound like scott robertson thin lizzy tightest expressive best audio brilliant treated acoustic ballad slipaway gorgeously reproduce strangely funky want love manage hard rock version andy ai mountain 1974 album spider jivin near budgie get commercial sound little like nazareth search top ten hit napoleon bona close prog rock remaster elevate everything hear metallica get sound guitar riff like goodun towards end part would five iconic mca lps include first two masterpiece 1971 1972 offer incredible value money great reminder budgie still engenders affection amongst age rocker like whilst draw metal newcomer christmas come early even good packaging time
B00000084D,,5,Came in condition as described.  Love having this in my car to listen to music on long drives.,"05 7, 2015",A318IYOOC126S4,cta2rlm,,Love having this in my car to listen to music ...,1430956800,TRUE,,CDs_and_Vinyl,come condition described love car listen music long drive
B000002W6J,,5,"I have long been a fan of Jefferson Airplane, Jefferson Starship, and Starship.  This album definitely wasn't their most famous but the song Winds of Change gets to me everytime.  Grace Slick sounded so fresh and alive on this track.  I have found the title song on only one greatest hits compilation and it was a new recording done without Grace Slick.  If you are looking for the Grace Slick version, be careful.  This album has the ""real"" version.","12 29, 2007",A235VJCMFGJ71S,JBarith,{'Format:': ' Audio CD'},Winds of Change is Highly Under-rated,1198886400,FALSE,2,CDs_and_Vinyl,long fan jefferson airplane jefferson starship starship album definitely famous song wind change get everytime grace slick sound fresh alive track find title song one great hit compilation new record without grace slick look grace slick version careful album real version
B00SW8W8ZC,,5,"Three Sides of Henry Mancini, NOT3CD188

CD1: 52.31; CD2: 58.17 & CD3: 58.19

The set covers 3 different areas of music and this lends itself to the CD titles The Lighter Side; The Jazzy Side & The Darker Side. The music collected here comes from the late 1950 s and early 1960s and has 46 Henry Mancini compositions out of the 54 numbers included.

Many of the numbers will be familiar so I am not going to list them and the ones you do not recognise by name are either from film or television shows for which he wrote a massive amount of music. The fascinating thing is the way he can adapt to very different musical genres and clearly be successful at all of them...what a superb musician...

Henry Mancini was one of the first international stars to play Symphony Hall in  Birmingham when it opened and I can still remember the musical atmosphere that he and the musicians created that evening...this CD set gets pretty close to the magic of that night for me. I cannot recommend it highly enough...

I can suggest this set to those who want some of the best recordings he ever made and somehow I think this is a set you will play often. I have had it on 3 times already...

Sleeve notes by Joseph Adair. There are 6 images of Henry Mancini within the packaging. Amazing sound quality throughout. Wonderful value at the price...","06 6, 2015",ARL0VRMI9CGTS,C. FULLER-HALE,{'Format:': ' Audio CD'},Brilliant Mancini...,1433548800,FALSE,,CDs_and_Vinyl,three side henry mancini not3cd188cd1 cd2 cd3 set cover 3 different area music lend cd title light side jazzy side darker side music collect come late 1950 early 1960s 46 henry mancini composition 54 number number familiar go list one recognise name either film television show write massive amount music fascinating thing way adapt different musical genre clearly successful superb musician henry mancini one first international star play symphony hall birmingham open still remember musical atmosphere musician create even cd set get pretty close magic night recommend highly enough suggest set want best recording ever make somehow think set play often 3 time already sleeve note joseph adair 6 image henry mancini within packaging amaze sound quality throughout wonderful value price
B000001FK5,,4,"Around 1988, When the bands like Disneyland after Dark and Bang Tango emerged on the scene, I knew my glam rock days were over. By this time. most of the bands of the glam era had already put out thier best album. I quickly moved to Iron Maiden, and Slayer. I cringe with some embarrassment when I see and HEAR the glam bands of the eighties. With this said, I will not deny that a few of these glam bands did put out a good album, as is the case with Night Songs. Do not let the cover fool you. This is a solid and hard rocking album. Tom Kiefer sounds like [an angry] Steve Tyler. Shake me and Nobody's fool are the highlights of the record. By the time Cinderella put out thier second album, I was already turned off by glam, and did not like the blues approach of the follow ups, but I stand by this album","01 13, 2002",A21Z7FXB1SVY2E,Robert T Earney,{'Format:': ' Audio CD'},Rough Among the Diamonds,1010880000,FALSE,2,CDs_and_Vinyl,around 1988 band like disneyland dark bang tango emerge scene know glam rock day time band glam era already put thier best album quickly move iron maiden slayer cringe embarrassment see hear glam band eighty say deny glam band put good album case night song let cover fool solid hard rocking album tom kiefer sound like angry steve tyler shake nobody fool highlight record time cinderella put thier second album already turn glam like blue approach follow ups stand album
B00004VVZN,,4,"...opera, including the essential Masonic references. Klemperer does not neglect the more buoyant, positive areas, such as the Papageno/Papagena romance and Sarastro's effective benevolence. Some slowish tempi are occasionally problematic, but not nearly so damagingly as in his 1972 Cosi (see my review). Orchestral playing is superb, especially the winds. As with
Karl Bohm's great Decca Magic Flute from 1955, which I prefer to his 1964 DG remake, I don't mind the absent dialogue
which some find more necessary than I.

The cast is mostly superb, with three of the leads ideal or close to it.  Popp (Queen) and Janowitz (Pamina) sing with
consummate skill and beauty.  Berry is again a lithe and affecting Papageno, not as youthful and spry as in 1955 for Bohm but a bit livelier than in his 1974 Papageno for Sawallisch.  Gottlob Frick is an imposing Sarastro with a deep bass. Luxury casting permeates the performance, from the Three Ladies to the Three Boys and the Two Priests. The one exception to the praise is the Tamino of Nicolai Gedda, and it is based on a subjective aversion to his voice which has deepened over the years, not to his interpretive skill/artistry.  I prefer such Taminos as Anton Dermota and Fritz Wunderlich for Bohm and Stuart Burrows for Solti/1969. Solti's male trio I find  ideal: Burrows, Prey and Talvela (see my review), and Prey is my favorite Papageno. But vocally Klemperer's cast is difficult to fault.  If only he had also Cosi ca 1960.

Peers: Bohm/Decca (not DG), Solti/Decca/1969 only, Sawallisch/EMI","05 22, 2013",A70WPHE33U5B,Jon Miller (&#039;Kirk&#039;),{'Format:': ' Audio CD'},This performance stresses the darker aspects of the,1369180800,FALSE,3,CDs_and_Vinyl,opera include essential masonic reference klemperer neglect buoyant positive area romance sarastro effective benevolence slowish tempo occasionally problematic nearly damagingly 1972 cosi see review orchestral playing superb especially wind withkarl bohm great decca magic flute 1955 prefer 1964 dg remake mind absent dialoguewhich find necessary cast mostly superb three lead ideal close popp queen janowitz pamina sing withconsummate skill beauty berry lithe affect papageno youthful spry 1955 bohm bit lively 1974 papageno sawallisch gottlob frick impose sarastro deep bass luxury cast permeate performance three lady three boy two priest one exception praise tamino nicolai gedda base subjective aversion voice deepen year interpretive prefer taminos anton dermota fritz wunderlich bohm stuart burrow solti male trio find ideal burrow prey talvela see review prey favorite papageno vocally klemperer cast difficult fault also cosi ca dg
B000006L5K,,5,It made the Holiday season for me! Strait Up !,"01 6, 2015",A3N5J6EFESIJCX,Melody,,Five Stars,1420502400,TRUE,,CDs_and_Vinyl,make holiday season strait
B0000666HO,,4,"Tribe of Judah is fronted by Gary Cherone. That's right, the same guy who fronted the hair-band Extreeme in the 80's (remember ""More Than Words"") and later Van Halen. Gary with Extreeme was nothing special, Gary with Van Halen bombed horribly, so why even give this a try? Because it's completely different than anything he's done, it's well composed, well written and finally Gary has put a piece of his soul into something on tape. What we have here is a dark album, backed by incredible production and industrial very heavy sound that works in non-cliche form. Gary's vocals are very powerful here, it sounds as if he's borrowing from everything he knows (including his Opera experience) to really go over the top. Unfortunately it wasn't a success and the band is no more, but this is still worth checking out, because it's just that good.","06 5, 2004",A1BHK6FFUZNKSN,J. DEATS,{'Format:': ' Audio CD'},This album blew me away...,1086393600,FALSE,,CDs_and_Vinyl,tribe judah front gary cherone right guy front extreeme 80 remember word later van halen gary extreeme nothing special gary van halen bomb horribly even give try completely different anything well compose well write finally gary put piece soul something tape dark album back incredible production industrial heavy sound work form gary vocal powerful sound borrow everything know include opera experience really go top unfortunately success band still worth check good
