asin,image,overall,reviewText,reviewTime,reviewerID,reviewerName,style,summary,unixReviewTime,verified,vote,Category
B001IKYV7Y,,5,Heavy duty chopper/mattock.,"04 17, 2017",AABM6PA1V8SJQ,Y Dollar,{'Size:': ' 14L x 8W x 3H in.'},Garden mattock!,1492387200,True,,Patio_Lawn_and_Garden
B00DU7Z62W,,4,"It seems to have acted strongly against some weeds within the first couple of weeks but other weeds seem to be getting stronger. Not sure how long it takes to clear the weeds. However, the grass seems to be getting stronger.","04 12, 2017",A3Q5O8568PHKVK,Warwrecker,{'Size:': ' 1'},It seems to have acted strongly against some weeds within ...,1491955200,True,2,Patio_Lawn_and_Garden
B004490QYI,,5,"After some typical 5/7/4 NPK bonsai fertilizer almost killed my North American Bristlecone Pine and Norway Spruce bonsai trees I decided to try giving them some Green Green instead. This stuff worked amazing and perked both trees back up, I'm new to bonsai gardening and this tree juice is probably the only reason those 2 trees are still growing.

I have a Black Poui as well that has been growing very well with the bonsai pellets so I can't comment on how other tree species aside from pines and spruces react to this stuff.","04 28, 2018",A3OIPEJ73Z1YQU,Jay E.,,Works awesome for pines and spruces,1524873600,True,,Patio_Lawn_and_Garden
B001CCFKE6,,5,Just ordered my 2nd one.,"08 27, 2015",A2F363QIHDLW74,Gary R. Teaney,,Just ordered my 2nd one.,1440633600,True,,Patio_Lawn_and_Garden
B00AQ4BVJE,,5,Or I should say the birds do.  I like it because the top stays secure even when squirrels get on it.  Only thing is I have so many birds have to fill it every other day.  They're eating me out of house and home.,"05 30, 2015",A2ZBRSZ4FN7WNI,Carsok,{'Color:': ' Gold'},I like it because the top stays secure even when squirrels ...,1432944000,True,,Patio_Lawn_and_Garden
B00HVFDRCA,,5,really cute - hope it lives up to its promise about not cracking or fading.,"11 9, 2017",A2QDUM6WAQATIY,Exfair Bees,,Five Stars,1510185600,True,,Patio_Lawn_and_Garden
B0066NNFUM,,2,"I ordered 2. One is working fine so far, the other leaked like a sieve front and back of the hose and did nothing for the middle. Had to throw away. I am looking for another now not sure how long this one will last.","06 13, 2016",ALVB5M7D0CM70,NoPenName,,Can't recommend,1465776000,True,5,Patio_Lawn_and_Garden
B000IJWUM4,,5,I have reordered this several times. I had berry brambles in the yard and used this after the bulk of the vines had been cut. Killed even the roots. Also works on the ivy. I have cats in the yard and they are unaffected.,"05 14, 2016",ARJOR7EFM3JB7,Bobbie Hayes,{'Size:': ' 32-Ounce'},Berry brambles and ivy,1463184000,True,,Patio_Lawn_and_Garden
B000G2SZPO,,4,"good size, good quality for my purpose.","02 23, 2016",A1I68COM8QDTF0,Paula J. Richardson,,Four Stars,1456185600,True,,Patio_Lawn_and_Garden
B000VC1AOM,,5,great fun for my wife-happy wife-happy life,"02 22, 2015",A1YQM8SYO5CRP3,homerun,{'Style:': ' Metal Detector'},great fun,1424563200,True,,Patio_Lawn_and_Garden
B002ITJOJO,,3,Smells great & does its job!,"03 9, 2017",AZGFLYK6GXBYY,Jarad Johnson,{'Pattern:': ' Case Pack of 1'},Three Stars,1489017600,False,,Patio_Lawn_and_Garden
B010GZG4SK,,1,"Guess you get what you pay for. Turned the water on from inside the house with all the valves closed. By the time I got to the faucet, water was leaking out of the end of the connector","03 7, 2017",A3CPH1WQID8MKW,David Moore,,Poor quality,1488844800,True,,Patio_Lawn_and_Garden
B00BNGE2CW,,1,It's JUST the gate and it doesn't move. So make sure to put up the posts next to it. I was going to return but it ended up broke. First. Not worth the money... Fairy garden or no,"07 18, 2016",A1GZSLX5HGQQ5,Jennifer Marie,,READ THE DESCRIPTION!,1468800000,True,3,Patio_Lawn_and_Garden
B0019NC8OI,,1,"Do not order this item!!! Should could with a clear warning that it is NOT returnable. Worked lovely right out of the box. Died 20 minutes later and was unable to start it again. A HUGE disappointment.

I must say, Amazon's customer service was great in handling my call. I could not return this item, but they did offer me a full refund.","05 17, 2010",A3BVDW4DOLJAN0,SBCincinnati,,Died after first use. Not returnable.,1274054400,True,2,Patio_Lawn_and_Garden
B005KOJ86S,,5,"The ducks, squirrels and birds seem to like it.  I think it is a good product and seems very clean and fresh.","04 13, 2016",A1UZRTS147RB17,Jean E. Terry,{'Size:': ' 10-Pound Bag'},Cracked Corn for birds and squirrels,1460505600,True,,Patio_Lawn_and_Garden
B004M7MTIS,,5,"works very well.  for some stubborn spots you may need to also use the original attachments. But in general this makes the cleaning go faster and provides very even spray.  it would be nice if this could adjust to be a few inches longer.  but at the end of the day, i still give it a 5.","10 25, 2017",AVZLUCINLWYIZ,Joe A,,love the attachment,1508889600,True,,Patio_Lawn_and_Garden
B00EU6H4RW,,4,"very helpful, but make sure you use safety glasses since there is a lot of debri that will blow around.  also kind of awkward to hold at first until you get the hang of it.  but definitely works","01 31, 2016",A2RU5M3CLOR2WK,jerome short,{'Size:': ' 1-Pack'},"very helpful, but make sure you use safety glasses ...",1454198400,True,,Patio_Lawn_and_Garden
B00A1H3ZWC,,5,Great addition to my flag pole,"11 22, 2014",A1CZFEMKXTNBM8,Earl MckEE,"{'Size:': ' 12-Inch', 'Color:': ' Gold'}",Five Stars,1416614400,True,,Patio_Lawn_and_Garden
B00OTL6WBC,,5,"This fits my Generac 3250 perfectly!  At the price Amazon is charging, you can't go wrong.  The cover is extremely durable, especially considering the price.  And the elastic cord at the bottom is great to keep it on the generator.  If you don't want to see the WEN brand all the time, it's only on one side, so just turn the cover around so you don't see it!","09 25, 2016",A1HCH56AQN5Y4M,Josh,"{'Size:': ' Medium', 'Style:': ' Conventional'}","Fits many brands, very durable cover for the price!",1474761600,True,,Patio_Lawn_and_Garden
B000HHM0UY,,5,1/2 qt when the water looks like coffee. Will save you an algae bloom and all your fish.. Just do a maintenance - put some in when the water looks like coffee creamer color. Your Lake will be great after that for a few months.....,"03 6, 2015",ASEXHSN03ELCK,Thomas Jensen,{'Size:': ' 1 Gallon'},Wish I knew this sooner!,1425600000,True,,Patio_Lawn_and_Garden
B00TEDE9GK,,5,"UBER Pest Control, shreds ants and gnats...","09 16, 2015",A3NWXWNKW7FCJL,phatlewtz,,Five Stars,1442361600,True,,Patio_Lawn_and_Garden
B000JJYPYE,,5,"These spikes are for Fruit & Citrus Trees and they are a great way to provide nutrients without a lot of fuss. It's supposed to be done in early spring and once again in mid-fall, when the soil is moist and soft (very important). You can also water the soil first if it isn't already moist and soft. We have very hard, clay soil. The key for us is to soften the ground first, getting it wet enough to make a hole, and then hammer the spikes into them. I use a rubber mallet, which has made a huge difference. My 'master gardener' neighbor had problems with his using a regular hammer, because the spikes fell apart. He was impressed when I showed him how it works with the rubber mallet.  Otherwise it doesn't work well with our soil.

There is a 'Guaranteed Analysis' on the bag which gives the following information. You need a magnifying glass to read it. For those who are new to these spikes, this is where the Fruit & Citrus tree spikes differ from those meant for trees in general and/or evergreen trees & shrubs.
Total Nitrogen 10.0% 10% Ammoniacal Nitrogen
Available Phosphate 15.0%
Soluble Potash 15.0%.
Sulfur 9.0%. 9.0% Combined Sufur
Derived from Ammonium Sulfate, Ammonium Phosphate, and Potassium Chloride.

It's easy.

*Choose a spot 2 ft. from the tree trunk (or shrub). Keep the spikes at least 3 ft. apart.
*Make sure the ground is soft and moist.
*In our very hard soil we go ahead and create a hole for it first rather than destroying it trying to drive it in with a hammer.
*Put the plastic cap on top of the spike. If you have a rubber mallet, that makes it easier.
*Drive the spike into the ground around the drip line.
*Once you get the spike just above the ground, remove the cap for future use, and drive the spike the rest of the way underground, 2 inches below the soil surface.

How many do you need?
If you have a tree (or shrub) with a drip line 4 feet in diameter, you need just 1 spike.
For a 6 feet in diameter drip line, use 3 spikes.
For a 8 feet in diameter drip line, use 5 spikes.
For a 10 feet in diameter drip line, use 7 spikes.
For a 12 feet in diameter drip line, use 10 spikes.
For a 15 feet in diameter drip line, use 16 spikes. YIKES!

Miracle-Gro makes good products. This one is no exception.","03 13, 2015",A3OXRFCJI67IMN,Bold Consumer,{'Size:': ' 3 LB'},"These spikes are for Fruit & Citrus Trees, a great way to provide nutrients without a lot of fuss. A rubber mallet makes it easy",1426204800,False,,Patio_Lawn_and_Garden
B0017SUEE6,,5,"Better than the ones at Walmart,well made.","01 13, 2015",A3GQWDGV2WWAHR,hammer,,Five Stars,1421107200,True,,Patio_Lawn_and_Garden
B000I1O7YQ,,5,I've been using this for a while now on our little fruit tree orchard and it really works. No caterpillars etc... I apply about once a month.,"06 15, 2015",A3FB68PFGRZV1G,Ubgoodnow,{'Size:': ' 16 Ounce'},Does the trick.,1434326400,True,2,Patio_Lawn_and_Garden
B00CH9TS9G,,5,"As a maintainer for the New York-New Jersey Trail Conference, I chat with other volunteers about their favorite tools, and believe me the discussions can become passionate. One of the trainers for our maintainers took this position when I asked him if these pruning shears were any good: ""couldn't say offhand - typically we use larger loppers or smaller pruners. I haven't ever used shears for trail maintenance, though we do have two older pairs in the local tool cache. I do know that Fiskars is one of the most readily-available brands, and I haven't had any issues with their other products. A local Home Depot or gardening center would likely be able to give better information on shears.""

Approaching 80, I decided to use these on a recent maintaining expedition on the Orange Trail at High Mountain State Park.

Frankly they got a bit of getting used to; the manufacturer who has great customer service and who offered me these shears for a Review -- sent me some great instructions. My first instinct when feeling resistance is to push through, but with these you back off the pressure until you hear a click -- very audible in the forest -- and then lightly squeeze again.

Fun really, and as my hands get weaker I will use them again, and perhaps more and more. Not yet committed enough to put them into my tool backpack but will certainly store them in the trunk of my car for that evil day.

Robert C. Ross
November 2015

How to Unlock Your Pruner

Apply pressure by squeezing on the handles to release the pressure on the slider. The slider should then easily move to unlock the pruner.

How to Use a Ratchet Pruner

In order to gain the maximum benefit from your ratchet pruner, you need to use it correctly.  A ratchet pruner is used differently to a conventional pruner.

1. Open pruner all the way.

2. Place pruner on the branch, as far into the jaw as possible. If you don't place branch past the midway point, you will not have maximum leverage and the branch may be difficult to cut.

3. Squeeze the handles together, advancing the blade through the branch with minimal effort. Once you feel increased handle resistance, STOP squeezing.

4. Release pressure to open the shear slightly until you hear a definite CLICK.  Again STOP and do not open the blade any further.

5. Squeeze again, repeating steps 3 and 4 to completely finish the cut. Do not pull or rip at the branch.

Caring and Maintaining Your Ratchet Pruner

Taking good care of your pruner will help ensure they work well and remain trouble free.

1. Use a clean cloth to wipe the blade of any residue.

2. Remove any debris around the spring or ratchet mechanism.

3. Apply a coat of oil (I use WD-40 because it is so versatile) to your newly cleaned pruning shears.

4. Oil also helps your pruners open and close smoothly without catching or sticking.

5. Use a rag or paper towel and wipe off any oil residue, leaving a thin coat of oil.","11 8, 2015",A2NN6H2RZENG24,Robert C Ross,,Very nice shears that have given this codger something new to learn under the sun on the maintenance trails.,1446940800,False,,Patio_Lawn_and_Garden
B0009Y7RPS,,5,great unit allows me to see outdoor temperature anytime,"05 7, 2015",A1DSZWDMMQ912V,Clyde,{'Style Name:': ' Temperature'},Five Stars,1430956800,True,,Patio_Lawn_and_Garden
B000RNBEEG,,5,Great table for the price and I love that it adjusts to three heights,"09 7, 2017",A39HPWLEGHKX8U,PT,,Great table for the price and I love that it adjusts to three heights,1504742400,True,,Patio_Lawn_and_Garden
B013LCI5J6,,5,works great the birds cannot resist the moving water in fountain,"03 28, 2017",A3VR4GYR6QHZP9,Mary Dawn Schwartz,,great addition to the bird bath,1490659200,True,,Patio_Lawn_and_Garden
B00U52ZIXM,,5,I like these. Deer and groundhogs will chew them btw. I like to replace the nursery tags with these. Still have animals eating both and forgetting the exact kind of tree.,"09 20, 2015",A63021UR2UJZJ,Thrillstix,,They're tags,1442707200,True,,Patio_Lawn_and_Garden
B00CTOGJIW,,5,Ideal way to use my weed eater for extended periods of time.,"10 14, 2016",A1RQ16H86YFZDZ,Robert,{'Color:': ' Orange'},Five Stars,1476403200,True,,Patio_Lawn_and_Garden
B0072BVU4A,,4,"I have 12 rose petal hummingbird feeders. I live in southern California where there are low humidity days. Even though my hummingbird feeders have a built-in, water-based ant moat, it is too small to last a full day without emptying due to evaporation. I've purchase 6 of these ant moats; they work very well and are large enough so they don't empty over a couple days.
I feel I have to take them down when I remove the hummingbird feeder, because their red coloring attracts the hummingbirds to a spot that has no food. The feeders themselves should be the only object in the vicinity with colors that attract the hummingbirds.","05 5, 2013",A1GS6CJSC8BRAK,G. Peterson,{'Color:': ' Red'},Shouldn't be red,1367712000,True,,Patio_Lawn_and_Garden
B00DVE92WE,,3,"This patch cord was used to convert a 4 prong generator cord to a 3 pronged RV generator output.  Cord is high quality but dang it's expensive!  It was hard to find the right combination though so if the lights go out, I'll be glad I spent the extra money!","11 17, 2014",A2WZ3B265YM1TP,Mike Centex,,High quality patch cord but pricey...,1416182400,True,3,Patio_Lawn_and_Garden
B00KWGBY52,,5,They stake well,"06 6, 2015",A3L4FRD8XG0Q2I,Jjs37,,Five Stars,1433548800,True,,Patio_Lawn_and_Garden
B00LFIZ4Q6,,5,Well satisfied,"04 19, 2018",A1UMHEB384YX6Z,Avril Charnley,,Five Stars,1524096000,True,,Patio_Lawn_and_Garden
B001LF3SV6,,5,Able to make lots of peppers,"05 16, 2015",A3CU4448KHG57X,KLJ,,Five Stars,1431734400,True,,Patio_Lawn_and_Garden
B0045UBB8G,,5,"I use my grill at least once a week year round.  So I guess I can say that I am a heavy grill user.
I did a lot off research before buying this grill.  My two burner grill that I have used for the past 13 years finally had more holes in the bottom than what I could handle.  I wanted to replace the grill with the same make but to my dismay I found out that the grill is now manufactured in China and that it is manufactured with inferior steel.
So my quest started to find a replacement for my trusty but tired old grill.

I have always heard that Weber is the best in grills but I was not convinced.  I research a lot, comparing the Webber to just about every other brand on the market and the Webber always came out on top.  After I decided on the Webber I priced shop a lot and found that the price for the Webber is basically the same all round.  I ordered the grill from Amazon and it arrived a few days later.  The grill is heavy.  I opened the box and carried the parts to the deck where I assembled it.  I opened all the boxes and laid the parts out on the deck before I started the assembly.  That made the task easier for me.

I took me about 3 hours to assemble the grill on my own.  I took my time and made sure that I followed the instructions to the letter.  The parts all fitted without any problems.  I agree with some of the other reviewers that you can save time by using a proper wrench instead of the wrench that comes with the grill.  I also had to use a little bit of force to make some of the holes fit when installing the side burner.  It was a minor inconvenience and not real issue.

After I assembled the grill I hooked the gas tank up and it fired up immediately.  I could tell that this grill is in a different class than my previous grill which was pretty good.  It heated up very quickly.
I have already grilled ribs, chops, steaks and salmon on it.  All of the food was very tasty.  This grill is fantastic it is easy to control the temperature and the sear burner gives you all the power that you need.  The side burner is very potent to. I have used it to make breakfast and stir-fry in a wok and it has all the heat that I would want.
I am very glad that I took the time to research and made a decision on this grill.  It looks good it grills well and it is a quality tool for a backyard griller.  One last observation, my wife bought me the Webber grill book and there are a lot of useful tips and recipes in the book.  I am looking forward to spend many happy hours around this grill.","05 20, 2013",A2TH3HVIUOS2PF,MJvR,{'Style:': ' Liquid Propane'},Its simply the best.,1369008000,True,14,Patio_Lawn_and_Garden
B005JDXML2,,4,"Nicely made. It does fly nice with breeze. Only bad catch 22 is its basically two thin separate flags sewn together,  so the sun could shine through and the pics and letters blend together. But if it were thicker or a separate layers in between might make it too heavy to fly nice like it does.","11 25, 2015",A1P1VHPHPYTF1P,JHandshy,,Nicely made. It does fly nice with breeze,1448409600,True,2,Patio_Lawn_and_Garden
B00004RAGL,,3,I saw a black hose pictured and assumed it was rubber. Mine is a grey vinyl. It's OK for the price. But I won't buy another one. Too lightweight.,"04 24, 2014",APACLL3POR48F,Costx,,It's not what I thought,1398297600,True,,Patio_Lawn_and_Garden
B00TST1SM8,,5,perfect size for all my garden tools,"09 28, 2017",A3FWH4J2LVOLIF,Doreen,{'Color:': ' Dark Grey'},Five Stars,1506556800,True,,Patio_Lawn_and_Garden
B0039GWDD4,,5,"Very beautiful, large.","01 19, 2016",A3R8W1VEABS9V7,Linda C,{'Pattern:': ' Berry'},Pretty,1453161600,True,,Patio_Lawn_and_Garden
B0012VY200,,5,"Should have used this before a cracked water pump on a pressure washer. Spending such a low amount of money to save over 100-200 for a new pump is now a simple mindless decision. Just connect, spray until it comes out the discharge and have a peace of mind when your pressure washer sits in the closed shed or where it is under freezing for the season.","11 29, 2015",A3CSC13HG2JXB6,Amazonuser,"{'Item Package Quantity:': ' 1', 'Package Quantity:': ' 1'}",Well worth it and beats a cracked pump!,1448755200,True,6,Patio_Lawn_and_Garden
B0043RTONA,,5,"Fits perfectly on my old Craftsman, arrived quickly.","04 11, 2015",A2ITO91HHIVSVW,Dave,,Five Stars,1428710400,True,,Patio_Lawn_and_Garden
B00KYKUG8C,,4,"The barbecue spatula is well made stainless steel, but it's small, both length wise and spatula wise- it would be good for sliders.. The idea, for me, behind grill tools, is they are longer so I can turn, grasp, whatever without burning my hand. This would actually be a nice inside spatula, but is only okay for the grill. Still, the spatula is well made.

sample provided","09 8, 2014",A3AZI828WJN1CD,Becky (in NOLA),{'Color:': ' Spatula'},Nicely made but short and small,1410134400,False,,Patio_Lawn_and_Garden
B00ADFPOQ2,['https://images-na.ssl-images-amazon.com/images/I/818DhS22J3L._SY88.jpg'],5,"Cute!  I bought several and have them climbing up and down a tree I had to cut down.  I kept about 8 feet of the tree trunk because I wanted the line of sight blocked from my neighbors.  These cute critters distract the eye, at least for me...and that's what counts!  LOL","10 22, 2016",A3TMGLECV7IMNT,kb in Washington,,Cute! I bought several and have them climbing up ...,1477094400,True,5,Patio_Lawn_and_Garden
B01EM8MY22,,4,The metal feeding tray broke off after about 2 days ...but I already have a bird bath so I use the plastic water tray as a feeding tray and it does just fine. I actually lay the tray that broke underneath the plastic feeder on the ground and it catches the extra seed lol.,"05 23, 2017",A26LDR7N56JPYZ,Caitlin O&#039;Malley,,but I already have a bird bath so I use the plastic water tray as a feeding tray and it does just fine. I actually lay the tray,1495497600,True,,Patio_Lawn_and_Garden
B00144CDZQ,,5,We hung this and the shiny tape (from another source on Amazon) and the woodpecker has not bothered the cedar siding on my house since.,"12 18, 2011",AY122AXLIEH1F,Jeffrey M. Hersh,,Woodpeckers go home!,1324166400,True,,Patio_Lawn_and_Garden
B00C2OKYGC,,5,"Holding up great in our harsh sun and wind. Had green then dark blue, but they didn't last.","02 21, 2017",AV3OIL6DX6JJ2,QueenGrandma,"{'Size:': ' 10x10-Feet', 'Color:': ' White'}",White is really holding up great so far,1487635200,False,,Patio_Lawn_and_Garden
B000BZ8HNG,,5,ok product,"07 4, 2015",AOK879HSW49OL,prakash bhatt,{'Size:': ' 5lb'},Five Stars,1435968000,True,,Patio_Lawn_and_Garden
B0001L0DFA,,5,Only had a short time so far. But so far so good and looks like it should last. It shuts off water flow at both ends of the nozzle turn spray pattern. If it holds up for more than a year or 2 in our hard water and hot sun I will be extremely happy.,"05 1, 2013",AEX29XWXR9T73,D. Polister,"{'Size:': ' One Size', 'Color:': ' Colors may vary'}",Really like the Nozzle,1367366400,True,,Patio_Lawn_and_Garden
B002CPNTHM,,1,"This did not work.  I sprayed it during a sunny, warm day.  Now I lost time...the weeds are growing taller and I hope I have a sunny weekend day to apply some non-organic weed killer.","04 19, 2016",A1WSDJM0CE8P07,Jenifer K.,"{'Item Package Quantity:': ' 1', 'Package Quantity:': ' 1'}",Did not work.,1461024000,True,2,Patio_Lawn_and_Garden
B00CFDR7EC,,4,make sure you count the ribs on the umbrella before ordering.  This did not fit the one that I bought it for as it has 6 ribs and this canopy was for 8 ribs,"05 12, 2015",A1SA2SL7F3QZIR,Anotherpinkribbon,,make sure you count the ribs on the umbrella before ...,1431388800,True,,Patio_Lawn_and_Garden
B010YVUULS,['https://images-na.ssl-images-amazon.com/images/I/811KO+mmc2L._SY88.jpg'],5,"I was finally able to get my hands really dirty with these gloves this morning. We had plenty of weeds to pick today, so these garden gloves got a good workout. I am actually not used to wearing garden gloves (because I never had any good ones) - I usually would use non-latex disposable gloves. I have tried to use garden gloves before but they were much too large to fit my very small hands, so it didn't work out.

First of all, if you have small hands, these will work! It helps that the part of the glove that goes over your wrist is a little long and tight but flexible around your wrist, because it keeps them in place really well. After hours of use, these gloves do not seem to be worn out at all. I have not had to wash them yet, and I will probably put them to the test and see how long I can go until they really seem like they need to be washed. I think that will also prolong their life.

I am very pleased with these garden gloves. It was very simple for me to pick weeds with these. They have a good rubber grip on the palm side and a lightweight, comfortable material on the rest of the glove. These gloves are hypoallergenic, which is great because my skin is very sensitive. That was one of the things that drew me to purchase them.

Also, this package comes with 4 sets of gloves!! What a deal. I can't complain about that.

Really happy with these gloves. Worth the money and would recommend and purchase again.

Update 9/1/16: I washed these gloves for the first time in a delicates/garment bag in the wash. Bad idea. One of the fingers came off like it was sliced off. To give these gloves credit, I should add that the garment bag was not the best one I have and has been known to come open in the wash. Moral of the story: hand wash only. I should have known this, but I guess I was just being lazy.","08 20, 2016",A222J729TG1QRA,Michelle Lynn,,Perfect garden gloves for small hands and/or sensitive skin!,1471651200,True,11,Patio_Lawn_and_Garden
B00FBREHTM,,4,"These are good replacement nuts for the hose and swivels on your Polaris 280. The model number is D15.
Easy to put on with a pair of pliers.","06 13, 2015",A1JZFGZEZVWQPY,Professor H,,Polaris Nuts,1434153600,False,,Patio_Lawn_and_Garden
B005VZYCLM,,2,"We sprinkled it all around the fence line, and I think later that evening we heard rabbits laughing at us.","01 3, 2013",ADFBGM9V33AGW,Moviequeen,,Rabbits ignored it,1357171200,True,,Patio_Lawn_and_Garden
B000WYOOQ0,,5,"I was impressed with how easy the installation was for this igniter.  I've replaced many of these on other grills, and the old igniter is usually so gunked up and corroded, it's almost impossible to remove.  When it does come out, the mounting location is usually so messed up the new igniter doesn't fit right.  Not with this Igniter Kit.  The old igniter was corroded, but all the wires disconnected easily and the old igniter, wires, and switch slid out easily.  All the new parts slid in easily and fit perfectly.  And this is on a 2003 Weber grill that has been outside it's entire life (and usually not even covered).

When I opened the igniter kit, the instructions seemed overly simple.  So I went outside - in the dark - to check out what the instructions were missing.  But they weren't missing anything.  It was so easy, I did it in the dark with just a small headlight.

Great design by Weber to make it easy to replace the igniter!","09 25, 2015",A2HN676P9R550H,Todd O,,Great Ingiter Kit - Easy Installation!,1443139200,True,2,Patio_Lawn_and_Garden
B00V7T2EO8,,5,Plenty of power for the size. Perfect for home use.,"02 28, 2016",AORHZ3SEPCB6Q,Pam Tyree,,Perfect for home use,1456617600,True,,Patio_Lawn_and_Garden
B000F0BVYE,,2,"Apparently, it doesn't work on skunks, since one practically walked right over my feet one morning this summer after walking through it.","01 30, 2017",AA8BF9EOUVG2U,D. A. Mawson,{'Size:': ' 5 lbs'},Doesn't seem to affect cats or skunks,1485734400,True,4,Patio_Lawn_and_Garden
B0006TWG3E,,5,"I had many options when purchasing a woodpecker house and I am thrilled I chose the Coveside brand. This house is so well made,  had great hanging hardware and instructions and came with information about maintaining the house and attracting woodpeckers. I plan on buying additional products from this seller.","04 3, 2015",A1790E4GGXTNMM,Deb,,Excellent Quality,1428019200,True,2,Patio_Lawn_and_Garden
B010TVPELE,,3,"Nice fabric, a little large, but already faded.  I didn't expect it to fade after only a couple of months in the Springtime.  Looks very weathered and old.","06 2, 2016",A2U01PL10HPUK7,pareed1967,{'Color:': ' Black'},"Nice fabric, a little large, but already faded.",1464825600,True,,Patio_Lawn_and_Garden
B00BEDWLIG,,5,Rainbow trout... lol. Nice colorful.  Great addition ...,"06 3, 2016",A3S5VT2BWT7K5H,steve Biby,"{'Size:': ' 48 Inch', 'Color:': ' Rainbow Trout'}",looks good in my patio,1464912000,True,,Patio_Lawn_and_Garden
B018QC8QQ8,,4,"These fittings are okay,hopefully they last awhile","01 12, 2018",A216SKRFFQU4ZM,KonaGal,{'Color:': ' 1PK&#xFF0D;3PCS'},Okay,1515715200,True,,Patio_Lawn_and_Garden
B01EYGAFVY,,5,"Traps alot in my drip tower. Cut to size. I keep them all after they are replaced in a bag and rinse them all out at once.
 Use over and over for awhile.","07 18, 2017",AI20VE8C7XUFU,goofy1,"{'Size:': ' 12"" x 120""'}",Easy,1500336000,True,,Patio_Lawn_and_Garden
B004WUPS24,,5,These are the nicest quality bird feeders I've ever found! They are going to be hung under the eaves of my home both to be able to see the birds feeding outside my windows but also to protect them from the rain & bad weather! I would highly recommend these! A true piece of art!!!,"05 12, 2015",A2NZLFWO8D6D6M,D. Holton,,A true piece of art!!!,1431388800,True,,Patio_Lawn_and_Garden
B009E8NATC,,5,Gonna get another on for pizza,"08 2, 2017",A3JKT1SBM8A2L2,Amazon Customer,,Five Stars,1501632000,True,,Patio_Lawn_and_Garden
B00BJD8AO0,,2,Two of five had broken top rims.,"05 7, 2016",A1C4G85TMJ3YWL,scott heiny,,Two Stars,1462579200,True,,Patio_Lawn_and_Garden
B000GRPUY8,,5,Awesome best ever for watering plants and shrubs...going to reorder another!,"07 19, 2016",A2RL48RJRZNCD5,S. Byers,{'Color:': ' Orange'},Perfect fan nozzle for garden and flowers.,1468886400,True,,Patio_Lawn_and_Garden
B002ECFFJ8,,5,"I bought this item as a Christmas gift.  Having used the PotLifter for several years I know any gardener would appreciate how easy the job of moving heavy plants around the property becomes.  You just slip the guides around the plant (it accommodates different shaped pots), tighten the fit, and two people can move the item with the weight distributed between them.  Now if they could just figure out how one person could move the heavy pot alone, I'd give that item 6 stars!","01 14, 2015",A2YDG1XB9J2N35,Miss Mocha Latte,,Makes Moving Heavy Garden Plants Easy and Safe,1421193600,True,,Patio_Lawn_and_Garden
B00YSNT66Y,,1,This is a scam.  Bonsai and seeds don't belong in the same sentence.,"12 18, 2017",A119NMLOS9QPQB,Amazon Customer,,Scam.,1513555200,False,,Patio_Lawn_and_Garden
B00SZ2ZWPS,,5,This is adorable. It has a drain hole and comes with adhesive rubber feet to protect your table. I love it and will use it for my cactus/succulent collection.,"01 22, 2016",A2GNJPXGJTVFKH,P. Schneider,{'Size:': ' 9 IN'},Adorable,1453420800,True,,Patio_Lawn_and_Garden
B00190IZC0,,5,Good easy to use product,"01 1, 2015",A35Z25CO2IONBC,CJNeuman,"{'Item Package Quantity:': ' 1', 'Package Quantity:': ' 1'}",Five Stars,1420070400,True,,Patio_Lawn_and_Garden
B000HAAOOU,,5,Great starter!,"05 15, 2015",AITPDKRA7DIG2,Sally D Willis,{'Package Quantity:': ' 1'},I'm a beginner!!!,1431648000,True,,Patio_Lawn_and_Garden
B000XSF3YM,,5,"Great reach and easy to clip 2-3 inch branches.  The saw is nice option, but tougher to perform.  Saved me money from having to hire tree trimmers....","01 12, 2016",A3O3YA5GYSJ7TH,R. Johnson,,Great reach and easy to clip 2-3 inch branches,1452556800,True,,Patio_Lawn_and_Garden
B00CPGMUXW,,5,Worked great at cleaning patios and shed.,"10 16, 2015",A6KGK1LRM7ZN5,ricki stevenson,,"Plenty enough pressure for around the house. Siding , pato, etc.",1444953600,True,,Patio_Lawn_and_Garden
B01EV654EK,,5,"When I purchased, I was thinking, it is just a grill brush, how can you get excited over a grill brush?  Well, the first time I used it I was thinking, this is the best grill brush I have ever used.  Cleans better, fits the grates better, sturdy construction.  Will order again when i need another.","10 29, 2016",A2ILCZIGIY7WLJ,Took,{'Color:': ' Silver Handle'},this is the best grill brush I have ever used,1477699200,True,,Patio_Lawn_and_Garden
B001FE32ZU,,5,Works very well with my trimmer. Very strong and last a long time.,"07 30, 2014",AG28WOOW41LJK,Cynthia Roussell,"{'Item Package Quantity:': ' 6', 'Package Quantity:': ' 6'}",Very good Product,1406678400,True,,Patio_Lawn_and_Garden
B00R1RX4JO,,5,"I wish I had purchased this before I cracked the hose by bending it over when pulling from one trough to another. Works perfectly even in very cold weather. Will find out tonight if it still functions below freezing. Definitely saves water, and hoses.","02 9, 2016",A1U9DGZB7HEMMR,TimH,"{'Size:': ' 1', 'Color:': ' Straight Valve'}",Save your water and your hose.,1454976000,True,,Patio_Lawn_and_Garden
